,id,text,label
22184,28086,"RAMADI, Iraq, Oct. 22 - The Bradley fighting vehicles moved slowly down this city's main boulevard. Suddenly, a homemade bomb exploded, punching into one vehicle. Then another explosion hit, briefly lifting a second vehicle up onto its side before it dropped back down again.",14
6766,8692,"Across Africa, as the AIDS epidemic has gnawed through people like a conqueror worm, the number of the dying is so great that it is changing the culture of death itself.",17
16923,21949,"A year after America's Roman Catholic bishops promised a new openness in addressing a sexual abuse scandal, Cardinal Edward M. Egan has declared that he will not publicly disclose the outcome of the internal investigations of New York Archdiocese priests accused of molesting minors.",10
7871,10049,"The sudden end of the Yugoslav war leaves Serbs relieved, angry, proud, disgusted and resigned. With NATO's planes no longer popping the sound barrier, Belgrade is indulging in Slavic pessimism, the other side of the mordant humor it has displayed in this unequal battle.",17
963,1440,"The United States had received a wave of threats against Americans and American installations in Saudi Arabia in recent weeks but failed to prepare adequately for a bomb of the size that killed 19 American military personnel on Tuesday, Clinton Administration officials said.",14
13189,17106,"They are united in purple, teal and black, these Arizona Diamondbacks, but almost all of them made their mark somewhere else. Randy Johnson was a Mariner, Curt Schilling a Phillie, Mark Grace a Cub and so on.",20
21594,27489,"WASHINGTON, July 17 - Judge J. Michael Luttig of the federal appeals court in Richmond, Va., one of the handful of people seen as uppermost on President Bush's list to fill a Supreme Court vacancy, stood nine years ago as a groomsman at the wedding of another assumed to be on that same short list, Judge John G. Roberts of the Court of Appeals for the District of Columbia Circuit, who once clerked for Chief Justice William H. Rehnquist.",18
1061,1557,"The imbroglio known as Whitewater is named after the patch of Arkansas woods where Bill and Hillary Rodham Clinton joined a banker, James B. McDougal, in a bungled real-estate partnership. But now a different tract, an industrial park called Castle Grande, has assumed equal importance in the affair.",18
26856,13857,"Four days into the coverage of the Olympics from Sydney, Australia, NBC is posting ratings that are by far the worst in television history for the event.",20
30302,19468,"A surprising change has overtaken the welfare rolls in New York City and the nation. In more than a third of welfare households, the only recipients of benefits are children.",11
25414,3191,The Internal Revenue Service conceded today that it had spent $4 billion developing modern computer systems that a top official said ''do not work in the real world'' and proposed contracting out the processing of paper tax returns filed by individuals. That would allow non-Government workers to see confidential information about the incomes of individual Americans.,18
25445,3311,"Invoking seldom-used emergency powers, President Clinton intervened today minutes after midnight to halt a strike by American Airlines pilots that had threatened to disrupt air travel nationwide.",9
279,446,"The conventional image of the aging brain is that people lose neurons the way balding men lose hair. Brain cells are supposed to start falling away around the age of 20, with everything downhill from there. Some people go bald, or senile, early. Some lucky and unusual ones keep their hair, or their wits, about them into their 90's and beyond.",2
25647,5139,State officials say they see worrisome signs that some health insurance companies are circumventing a new law intended to make coverage more readily available to millions of Americans who change or lose their jobs.,2
3609,4934,"With a flurry of rallies, advertisements and street-and-subway stumping, three Democratic candidates for New York City mayor brought their campaigns to a close last night, encountering relatively small crowds and often uninterested voters as they struggled to draw attention to today's primary.",20
24963,945,"Israel, Syria and Lebanon agreed today on a written set of understandings to stop 16 days of rocketing and shelling in northern Israel and southern Lebanon. The attacks have killed more than 150 Lebanese, forced hundreds of thousands of people in both countries to flee their homes and caused millions of dollars of damage.",17
30062,16665,,14
29766,13385,,14
4109,5594,The South Korean Government said this morning that it had reached a preliminary agreement with the International Monetary Fund about terms for a huge rescue of its teetering economy.,17
21757,27655,Correction Appended,17
14025,18144,"In their rugged mountain redoubt in Afghanistan, Al Qaeda's fighters have demonstrated that after five months of war they are a resilient and deadly foe.",14
7385,9392,"A Federal advisory commission searching for ways to preserve Medicare disbanded tonight in disagreement, just three hours after President Clinton denounced its proposed report and said he would devise a plan of his own as an alternative.",2
26739,13215,The House approved an $11.2 billion spending bill tonight that includes more than a billion dollars in emergency aid to battle drug traffickers and their rebel allies in Colombia.,10
23397,29461,"If ever there was a moment for the obscure federal flood insurance program to ride to the rescue, it would seem to have been in the aftermath of Hurricane Katrina.",13
23972,30130,"PARIS, Aug. 20 - The shaky, United Nations-brokered cease-fire in Lebanon suffered another blow on Sunday when the European countries that had been called upon to provide the backbone of a peacekeeping force delayed a decision on committing troops until the mission is more clearly defined.",17
26395,11898,"Procter & Gamble's board met yesterday to consider stepping up merger talks with two pharmaceutical giants, American Home Products and Warner-Lambert, that would create one of the world's largest consumer products and drug companies.",13
921,1388,"Saying he had to kill them ""because they were evil,"" a reclusive man obsessed with guns and the Bible has admitted slaying three people and wounding five others in two calculated waves that bound many New Yorkers in a fitful terror and became known as the Zodiac shootings, police officials said yesterday.",10
29801,13813,,17
11794,15400,"One night last December, Officer Eric Josey was driving his Acura Legend on East 138th Street in the South Bronx. He had just completed a tour patrolling Harlem, and had changed into a sweatshirt and jeans. A jacket concealed his 9-millimeter pistol.",10
30872,26259,"NINTAVUR, Sri Lanka, Jan. 10 - Wearing a black head scarf and radiating resilience, Fatima Nusrath arrived at school just after 9:30 a.m. on Monday eager to register for the first day of 10th grade and, in a sense, to push ahead with her life. Yet as soon as she entered the gates of the school, she was confronted by the past.",20
28312,25627,"OSLO, Oct. 8 - Wangari Maathai, a Kenyan woman who started an environmental movement that has planted 30 million trees in Africa and who has campaigned for women's rights and greater democracy in her home country, was announced the winner of the 2004 Nobel Peace Prize on Friday.",6
17004,22048,"Internet stocks are racing, even those with more promise than profits. Unsolicited pitches for obscure penny stocks inch out of fax machines, and stockbrokers are prospecting for customers. Mutual fund managers who have been in the doghouse for years are basking once again in the favorable publicity that shines on hot performers.",13
7570,9608,"Facing sharp criticism over his failure last week to reach a trade deal with China, President Clinton telephoned China's Prime Minister this afternoon to restart the negotiations in Beijing this month.",16
66,135,"Despite a defiant declaration of his innocence, Sheik Omar Abdel Rahman was sentenced yesterday to life in prison for plotting a series of bombings and assassinations that prosecutors said was intended to force the United States to end its support for the Governments of Israel and Egypt.",17
1714,2508,"Intrigued by fresh evidence of possible life on Mars, scientists launched an unmanned spacecraft today as the first step in a planned 10-year campaign to explore the arid plains, valleys and polar ice caps of the red planet.",15
4111,5596,"A ghostly stillness descended over Turkey today, with every restaurant, bar and tea house in the country closed, every store shuttered, and the police patrolling streets to make sure no citizen dared to step outside.",17
25065,1550,"Prime Minister Benjamin Netanyahu of Israel, after his first meeting with President Clinton, made it clear today that his new Government had important differences with the Americans on the approach to peace in the Middle East.",17
24820,263,"The unemployment rate rose to 5.8 percent from 5.6 percent, and the number of payroll jobs dropped sharply in January.",0
22868,28837,Correction Appended,18
29455,10001,,20
15389,19823,"Assailants opened fire with automatic weapons at a Hindu temple complex here on Tuesday night, killing at least 29 people and wounding 74, in a state still reeling from communal violence earlier this year.",17
30038,16376,,18
25971,9521,Daylight saving time resumes at 2 A.M. tomorrow. Clocks are set ahead one hour.,13
15675,20193,"The Food and Drug Administration approved a test that can detect whether someone is infected with H.I.V., the virus that causes AIDS, in as little as 20 minutes. Experts said that advance might prompt thousands more Americans to get tested, which might slow the spread of the disease. Standard tests for H.I.V. now take two days to two weeks.",2
26938,14546,"This year, Sears is throwing its after-Christmas sale before Christmas. The Gap has already slashed the prices of much of its signature leather collection in half. At Bath and Body Works, shower gels and bubble bath in this holiday's scents of Mulberry Spice and Candy Apple are on sale 3 for $24. And J. Crew stuck an insert into its catalogs that offered 50 percent off much of its fall merchandise to customers who shopped its Internet store.",0
27522,20199,"Following are excerpts from President Bush's news conference yesterday, as recorded by The New York Times:",17
4517,6039,"Shortly after 9 o'clock on the evening of Jan. 12, the Whitewater independent counsel's office received a call that would transform the 41-month investigation led by Kenneth W. Starr and profoundly shake the Presidency of Bill Clinton.",18
25309,2689,"The international tribunal on war crimes in the former Yugoslavia handed down its first verdict today, sentencing a Croat who served in the Bosnian Serb army to 10 years in prison for his role in the massacre of Muslim civilians in 1995 near Srebrenica.",17
27368,18860,"With South Asia teetering on the edge of war, President Bush has imposed on Pakistan the burden of dragging it back into balance.",17
5593,7286,"Four years after the North American Free Trade Agreement lowered trade barriers, the cities along Texas' long border with Mexico that had hoped to benefit are instead struggling to become more than glorified truck stops as they watch their manufacturing jobs go south by the thousands.",16
16009,20741,"Condemning the capital punishment system as fundamentally flawed and unfair, Gov. George Ryan commuted all Illinois death sentences today to prison terms of life or less, the largest such emptying of death row in history.",10
4683,6226,"MAKING AMENDS -- At Lillehammer in 1994, Masahiko Harada lost his nerve and lost a sure gold medal for Japan. Today he soared to a hill record, and Kazuyoshi Funaki's stylish final jump gave Japan the victory in team ski jumping that it should have had four years ago. Page C1.",20
18772,24382,President Bush said on Sunday that the intelligence briefing he received on Al Qaeda one month before the Sept. 11 strike contained no specific ''indication of a terrorist attack'' on American soil. He also defended the adequacy of his response to the warnings that terrorists in the United States might be planning hijackings.,14
7748,9865,"As Hillary Rodham Clinton's advisers contemplate the possibility of a sitting First Lady running for office, they are beginning to realize that there are pitfalls as well as advantages inherent in Mrs. Clinton's status, from the daily encumbrances of her security to the conflicts with her duties as First Lady.",18
30311,19564,,20
3484,4772,"The choir sang the French hymns with even more spirit than usual, and the parishioners' shouts of ''Amen!'' and ''Hallelujah!'' seemed to shake the church's brick walls. And the preacher's voice, normally soft, thundered across the pews.",1
2923,4086,"Some of Mexico's most prominent anti-drug operations of the past year were undertaken at the behest of Mexico's biggest drug baron, who had enlisted corrupt generals in his war against a competitor, military officers have testified in secret court proceedings here.",17
20621,26463,"At times, it is necessary to ""neutralize"" the opposition, or at least Merck & Company executives seemed to think so.",2
1419,1995,If the 1996 Presidential election is to be fought out in bedroom communities like this home to endless subdivisions -- and some of the most independent-minded voters in America -- there is worrisome news for Bob Dole.,18
10946,14371,Yesterday was Day 18 of the 2000 election. Here is a summary of the day's events.,18
16865,21887,"There are people who lose things, and people who find them, and sometimes, the two meet. In many cities, it is that simple: Excuse me, sir, you dropped this.",20
13027,16935,"For a second day, B-2 stealth bombers flying from the United States joined carrier-based aircraft today to strike targets in Afghanistan as anti-American demonstrations began to roil Muslim capitals and Bush administration officials stepped up planning to oust the Afghan regime.",14
28285,25267,"The British police charged eight men on Tuesday with conspiracy to murder and with violations of the Terrorism Act after finding that two of them possessed surveillance information on financial centers in Washington, New York and New Jersey that were the focus of the terror alert earlier this month in the United States.",17
23810,29956,"WASHINGTON, July 25 - Legislation drafted by the Bush administration setting out new rules on bringing terror detainees to trial would allow hearsay evidence to be introduced unless it was deemed ""unreliable"" and would permit defendants to be excluded from their own trials if necessary to protect national security, according to a copy of the proposal.",14
13338,17293,"Lured by sales and discounts, consumers kicked off the holiday shopping season and ventured to stores yesterday in most parts of the country with rekindled appetites. The potentially sparkling start to the season was dulled, however, by sluggish sales in the nation's shopping capital, New York, and by fear that consumer interest could be sustained only with profit-demolishing prices.",0
24584,30851,"Kathleen M. Cashin is responsible for some of the roughest territory in the New York City school system -- vast stretches of poverty and desolation from Ocean Hill-Brownsville and East New York in Brooklyn to Far Rockaway in Queens, all part of Region 5, where she is superintendent.",5
24195,30394,Correction Appended,14
7727,9834,COMBAT,14
7438,9449,The Comcast Corporation said yesterday that it would acquire Mediaone in a $53 billion takeover that would create the third-largest cable television company in the nation but would have little to do with television.,13
24158,30355,"JOHANNESBURG, Sept. 22 - South Africa's first democratic president was a foregone conclusion. Its second was anointed with odometer-like predictability. Now for something completely different: a bare-knuckled succession struggle, replete with mudslinging, grandstanding, ideological splits and all the other earmarks of a robust democracy.",17
6537,8394,"In a cramped loft apartment in Macungie, Pa., a grass-roots group that includes a mechanic, a retired teacher, a physician and a concrete salesman gathers every Tuesday to pray for what it calls Christian martyrs around the world who are victimized, raped and killed for their faith.",1
25644,5136,"Sweeping away dozens of allegations from Republicans of campaign finance abuses by President Clinton, Attorney General Janet Reno today absolved Mr. Clinton of most of them, saying she had found no evidence so far that he misused his office to raise money, improperly allowed contributors to stay overnight at the White House or sought contributions in exchange for political favors.",18
14015,18134,Q is the stiff-legged and drooling bulldog who is the school's mascot and who roams the athletic department offices as if he were just another administrator. Mark Few is the 39-year-old basketball coach who copes with high expectations and job offers for better money at bigger universities by casting a fly-fishing line on the Spokane River. Jack & Dan's is a tavern across from campus where talk about Gonzaga University basketball history keeps pace with the beer taps.,20
30423,20914,,17
28911,2895,"Prime Minister Benjamin Netanyahu and Yasir Arafat, the Palestinian leader, met for more than three hours today and finally appeared to bring the long-awaited agreement on an Israeli pullback from Hebron within reach.",17
28574,30420,"WILLACOOCHEE, Ga. - The ministers close their eyes and raise their voices to the heavens and, for a moment, they are colorless. Two men who grew up desperately poor, who picked tobacco in the fields and hauled boxes at Wal-Mart and whose life journeys ultimately led them to the Lord and to each other.",1
8093,10344,"Seattle is about to say hello to Safeco Field, a brick-facade palace with cedar-lined dugouts, an exquisite turf of Kentucky bluegrass and ryegrass, and a retractable steel-rail canopy to insure that the game will go on, under the sky or shielded from the rain. At $517 million, the ball park, which opens on Thursday, is the most expensive in Major League Baseball history.",20
9734,12566,Attorney General Janet Reno ordered the Miami relatives of 6-year-old Elian Gonzalez early today to surrender the boy this afternoon. She issued the ultimatum after a dramatic day of talks between federal officials and the relatives that ended with harsh words by the boy's great-uncle.,8
8437,10788,"When American bomb makers began visiting China in 1979, they were startled by increasingly pointed questions that suggested their Chinese peers were hot on the trail of the secret to building a modern nuclear arsenal. It allows hydrogen bombs to be made so small that many can fit atop a single missile or be fired from trucks, submarines and other mobile platforms.",14
22573,28499,"Moments after planes crashed into the World Trade Center and the Pentagon, lawyers in the Justice Department's elite Office of Legal Counsel began crowding into the office of one of the agency's newest deputies, John C. Yoo, to watch the horror unfold on his television set.",14
22101,28003,"Hannah Rothstein, 7 months old, has double thighs and a dimpled bottom, but very svelte German underwear. She can still fit into her birth-to-3-month-old clothes because she lacks her peers' familiar bulge in the rear. She can sleep all night without a diaper. And during the day, every so often, after her mother, Melinda, of Newton, Mass., places her on a plastic potty and makes a little ""pss-wss-wss"" sound like the one used to call a cat, Hannah uses the toilet.",2
11909,15544,"In a new review of the science behind its proposal to purge fine soot from the air, the Environmental Protection Agency has concluded that there is a stronger link than ever between the tiniest soot particles and thousands of premature deaths each year.",6
24217,30460,Correction Appended,4
20130,25946,"WASHINGTON, Nov. 24 - Two more senior officials of the Central Intelligence Agency's clandestine service are stepping down, intelligence officials said Wednesday, in the latest sign of upheaval in the agency under its new chief, Porter J. Goss.",14
19118,24807,"The campus of Rick Warren's Saddleback Community Church in Lake Forest, Calif., covers 120 acres, and draws up to 20,000 people on Sundays. But to appreciate the full reach of this church and its leader you need to look in less manicured surroundings.",10
6428,8280,Some of those who knew him said today that Dr. Barnett A. Slepian continued to perform abortions in the face of death threats because he had what one friend called ''a stubborn kind of courage.'',1
10801,14204,"The Knicks, refashioning their team with the departure of Patrick Ewing, and the Nets, playing under their new coach, Byron Scott, were both beaten last night as the National Basketball Association season got under way.",20
16460,21287,The White House said today that Saddam Hussein was making his ''final mistake'' by rejecting an ultimatum ordering him to leave Iraq or face war.,14
1858,2704,"By the time the defense lawyers got the case, everything seemed just about over except the question of punishment. Prosecutors had a videotaped confession from the defendant, plus evidence that appeared incriminating, like hair and clothing. The following day, a grand jury would indict him for attempted rape, robbery and first-degree murder.",10
26493,12498,"Gov. George E. Pataki and leaders of the Legislature agreed today on the outlines of a roughly $77 billion spending plan that generously finances education, health care, transportation and tax cuts, clearing the way for one of the earliest budgets in a decade.",20
14132,18286,The Bush administration today proposed dropping a requirement at the heart of federal rules that protect the privacy of medical records. It said doctors and hospitals should not have to obtain consent from patients before using or disclosing medical information for the purpose of treatment or reimbursement.,1
21195,27074,"Newsweek apologized yesterday for printing a small item on May 9 about reported desecration of the Koran by American guards at Guantánamo Bay, Cuba, an item linked to riots in Pakistan and Afghanistan that led to the deaths of at least 17 people. But the magazine, while acknowledging possible errors in the article, stopped short of retracting it.",1
13154,17071,"A top public health official said today that it was likely that more than one letter containing anthrax went through the government's mailrooms, and the authorities announced the discovery of anthrax spores in mail centers serving the C.I.A., the Supreme Court and the Walter Reed Army Medical Center and its research lab.",14
7919,10106,"Kenneth W. Starr, the Whitewater prosecutor, will not seek indictments of President Clinton or Hillary Rodham Clinton but has tentatively decided to issue a final report about their behavior, several associates of Mr. Starr said this week. The report, which could land in the middle of Mrs. Clinton's Senate campaign, might be ''blistering'' in its descriptions of her actions, one Starr associate said.",18
22002,27904,"HOUSTON, Sept. 22 - Heeding days of dire warnings about Hurricane Rita, as many as 2.5 million people jammed evacuation routes on Thursday, creating colossal 100-mile-long traffic jams that left many people stranded and out of gas as the huge storm bore down on the Texas coast.",20
29166,5846,,20
3130,4365,"The Supreme Court may have been unanimous in ruling yesterday that terminally ill patients have no accepted right to medical help in committing suicide, but the decision does little to resolve the myriad, murky, practical concerns that many Americans have about exactly how they will die.",1
14305,18482,"Buoyed by four successful missile defense tests in a row, senior Pentagon officials say they are on schedule to open a rudimentary missile shield site in Alaska by the fall of 2004.",14
574,886,"Saying he expects ""difficult discussions"" during the next two days, Secretary of State Warren Christopher met tonight with President Hafez al-Assad of Syria on an emergency mission of shuttle diplomacy to try to establish a cease-fire in southern Lebanon and to ""stop the killing"" there.",17
28186,23972,"It is an unusual time in the city's cultural life, with three of its crown jewels -- the Metropolitan Opera, Carnegie Hall and the Public Theater -- all in need of leaders. With prominent names from many countries being mentioned, one thing is clear: the person for each job must be a fund-raising and fiscal expert as well as an artistic leader.",20
8418,10765,"Surrounded by a panoply of Middle East leaders and Secretary of State Madeleine K. Albright, Prime Minister Ehud Barak of Israeli and Yasir Arafat, the Palestinian leader, signed a broad agreement early today that the Clinton Administration hopes will quickly usher in a new era of peace across the region.",17
22024,27926,"Craig Livingston, a Caribbean-American real estate developer and Democrat who lives in Harlem, has never voted for a Republican in his life. But on Nov. 8, he is prepared to do just that, casting his ballot in the New York City mayoral race for Mayor Michael R. Bloomberg over his Democratic opponent, Fernando Ferrer.",20
10705,14072,"After more than two weeks of spiraling violence that cost nearly 100 lives, Israeli and Palestinian leaders agreed today to meet with President Clinton in Egypt to seek a truce and perhaps even a way back to the peace table.",17
17801,23144,"President Bush, who has been shielded from protests in recent travels, arrives in Britain on a state visit in two weeks, and the police are weighing how to deal with demonstrations against his Iraq policy.",17
13155,17072,"American warplanes bombed and largely destroyed the same Red Cross complex in Kabul that they struck 10 days ago, an error the Pentagon admitted tonight, saying it occurred because military planners had picked the wrong target.",14
22774,28736,"BOULDER, Colo., Jan. 27 - To most college students, instant messages, or I.M.'s, are about as ephemeral as the topics they typically address. One flicker and gone.",20
15710,20234,"As small children hunkered down in the hall and the restrooms of the local movie theater, the winds outside raged, a tornado carving a path of destruction.",20
20996,26863,"WASHINGTON, April 12 - A former assistant secretary of state heatedly charged Tuesday that John R. Bolton had so bullied an intelligence analyst over Cuba's suspected weapons programs that it shook the intelligence bureau and prompted the secretary of state to intervene.",18
22313,28220,"ZARQA, Jordan, Nov. 11 - The Maktoum Mosque was crowded with worshipers for Friday Prayer as the imam sharply criticized the suicide attacks on three hotels in Amman, saying those who committed the crimes were not Muslims, no matter what they called themselves.",17
5131,6751,Two teams of astronomers are racing each other for the answer to an age-old question that has eluded generations of cosmologists: What is the fate of the universe? The answer that is emerging is that the universe will expand forever.,15
274,440,"Speeding around Earth at nearly five miles a second and working by remote control late yesterday, seven astronauts of the space shuttle Columbia were slowly unreeling from the shuttle's payload bay a long cable topped by a half-ton satellite when the tether, about 12 miles out and nearing its maximum extension of nearly 13 miles, suddenly and mysteriously broke in two.",15
6191,8008,"The individual striking out alone has always been a part of America's business tradition. Now Everyone is trying to get into the act. Even big companies are trying to catch the restless spirit. With profiles, tips from those who have succeeded, reports from the hot spots and more. SECTION G.",13
3379,4656,"As Kuni Kanbe fusses over the frail figure of her 84-year-old husband, gaunt and bedridden with cancer, she thinks of her four children, all sympathetic and loving -- and a long way away.",17
27994,22699,The Roman Catholic Archdiocese of Boston agreed today to pay $85 million to settle almost 550 lawsuits by people who say they were sexually abused by priests. The settlement is the largest ever by an American diocese to resolve sexual abuse cases.,10
20401,26232,"The most infamous unresolved case from America's civil rights struggle four decades ago -- the 1964 abduction and killing of three voter-registration volunteers by nightriders on a lonely rural road in Mississippi -- was revived last night with the arrest of a longtime leader of the Ku Klux Klan, the authorities announced.",1
21120,26997,"MEXICO CITY, May 3 - He is mayor of the largest city in the hemisphere, and this country's latest political phenomenon.",17
9422,12151,"While George W. Bush tried today to rally Michigan voters for Tuesday's primary here with a sunny message of tax cutting and political reform, a second, shadow campaign by his allies sought to sow suspicions of Senator John McCain.",18
22989,28992,"Providing the strongest evidence yet that humans are still evolving, researchers have detected some 700 regions of the human genome where genes appear to have been reshaped by natural selection, a principal force of evolution, within the last 5,000 to 15,000 years.",2
18307,23827,"At the start of the month, Pakistan massed several thousand troops in and around the town of Wana, near the country's mountainous border with Afghanistan. Using a harsh century-old British method, officials handed local tribal elders a list and issued an ultimatum.",17
17547,22786,Enron. WorldCom. And now the New York Stock Exchange.,13
9176,11802,"If they ever made a movie about the oil producers of New York State, they would have to call it ''Midget.''",7
23471,29539,"WASHINGTON, May 25 - President Bush intervened directly Thursday in an increasingly tense constitutional fight between Congress and the Justice Department by ordering that records seized from a Congressional office over the weekend be sealed for 45 days.",18
27156,16170,"Sébastien Elerbach was finishing dinner at his sister's renovated Norman farmhouse when a thunderous crash erupted in the backyard. Dashing out the door to investigate, he plunged into oblivion.",17
26774,13460,"Of the various stories about their relationship that Laura and George W. Bush like to tell, not one gets a more frequent and thorough workout than this: she married him only after they had reached an agreement that she would never, ever have to make a political speech on his behalf.",18
21791,27690,"CAMP WARHORSE, Iraq, Aug. 17 - After a seven-hour mission inside an armored Humvee so hot its metal would burn exposed skin, Staff Sgt. Dawayne Harterson crawled out the passenger door, exhausted, and walked directly to his tent.",14
24868,502,Schools Chancellor Rudy Crew has proposed a reorganization of the Board of Education's headquarters that would focus on enforcing standards while scaling back the largely redundant role of writing curriculum and establishing guidelines to meet those goals. Page B2.,5
25005,1038,"For more than a decade, Millie Pryles has spent a half-hour each day standing over second graders at the Westminster schools in Atlanta, making them trace and retrace the ovals, loops and humps that will become their cursive handwriting. It is a discipline she knows is fast becoming a lost art.",5
6372,8212,"NATO granted President Slobodan Milosevic of Yugoslavia a reprieve today, extending by 10 days its deadline for him to withdraw military and police forces cracking down on ethnic Albanians in the province of Kosovo.",14
23374,29437,"MOSCOW, May 10 - President Vladimir V. Putin directed Parliament on Wednesday to adopt a 10-year program to stop the sharp decline in Russia's population, principally by offering financial incentives and subsidies to encourage women to have children.",17
2797,3944,"Laying a cornerstone for his re-election campaign, Mayor Rudolph W. Giuliani said yesterday that his next budget would include a new package of tax cuts for New York City residents.",20
30563,22331,,20
10051,13107,"The F.C.C. approved the merger of Bell Atlantic and GTE, creating a company that will control a third of the nation's local telephone market and 25 million cell phones in 40 states. Page C1.",15
14890,19172,"A novel experimental drug showed highly promising results in two large late-stage trials, offering new hope for thousands of patients who are infected with drug-resistant H.I.V., scientists reported at the 14th International AIDS Conference here today.",2
30907,27154,,20
13778,17849,"Here are a few details from the abbreviated life of Wafa Idris: She was born in a refugee camp, conditioned to militancy by the first Palestinian uprising against Israel, divorced by a husband disappointed over their failure to have children, enraged as she picked up and patched the Palestinian wounded of the current conflict.",17
21523,27418,"WASHINGTON, July 6 - Who would have thought it? As she heads into retirement, Sandra Day O'Connor has become the toast of the Democrats.",18
22006,27908,"WASHINGTON, Sept. 22 - With its Democrats deeply divided, the Senate Judiciary Committee on Thursday approved the nomination of Judge John G. Roberts Jr. to be the nation's 17th chief justice, sending it to the full Senate, where confirmation is now virtually assured.",18
29288,7522,"One day earlier, the workers from the South Coast Hospice had at least brought food. But today they had only bad news to deliver.",17
15182,19562,"The table at the Church of the Holy Spirit is lined with casseroles and bowls of fresh fruit as the new priest, the Rev. Scott Raef, loads his plate under watchful eyes. His arrival has brought joy and relief, and also a little teasing from his new parishioners, who are eager to fatten up his slender frame.",10
24563,30829,"SAMBAVA, Madagascar - Thirty miles outside this down-at-the-heels seaside town, Justin Betombo tends his vanilla plants and cheers the local soccer team as if he had not a care in the world. And in fact, what was once his greatest worry has been almost magically lifted from his shoulders.",17
20303,26129,"DENVER, Dec. 21 - Americans across the country expressed anguish about the devastating attack on a United States military base in Iraq on Tuesday. But it was the question of where the nation should go from here that produced the biggest sigh from Dallas Spear, an oil and gas industry worker from Denver.",14
10022,13074,"Microsoft and Cisco Systems, two of the nation's most profitable companies, are well on their way to owing nothing in federal income taxes on the money they have made so far this year.",4
22804,28767,"For generations of children, a serving of whole milk, customarily in a red and white carton, has been as synonymous with school as a yellow No. 2 pencil. When President Harry S. Truman signed the National School Lunch Program into law in 1946, a half pint of milk was one of five dietary staples required by the bill.",2
16282,21047,"In theory, a disaster averted should leave few traces. Yet six months after the dramatic rescue of Dresden's art treasures from incalculable flood damage, the mood in this city's leading museums is sour. Heralded for their heroic salvage effort, museum administrators and curators are now complaining that Saxony's regional government has refused to provide them with a safe place to store their art.",17
22132,28034,"LONDON, Oct. 13 - Harold Pinter, the British playwright, poet and political campaigner who uses spare and often menacing language to explore themes of powerlessness, domination and the faceless tyranny of the state, won the Nobel Prize in Literature on Thursday.",17
2745,3890,"Britons vote today after a six-week general election campaign that left Prime Minister John Major's Conservative Party divided and disorganized and the opposition Labor Party, unified and full of fresh energy under Tony Blair, continuing its surge in public opinion polls.",17
4428,5947,"The largest investment bank in Asia outside Japan was forced to shut down today, the first major casualty of the economic and currency crisis that has swept through the region since the summer. It is the first major bankruptcy in Hong Kong since the territory reverted to Chinese rule in July.",17
4692,6235,"President Clinton today outlined a military goal in dealing with Iraq so modest that he will have little trouble declaring it achieved, even if it fails to deal with the larger threat posed by Saddam Hussein.",14
10274,13451,"From the darkness of history they emerge out of a silver spinning disc: two black slaves sold by a sugar plantation owner named Levi Foster on Feb. 11, 1818, to his in-laws. The first slave, named Kit, was 28 years old, and sold for $975. The other, named Alick, was 9, and was possibly Kit's son. He was sold for $400.",1
11930,15604,"The Navy resumed military maneuvers on this lush, hilly island today, sparking angry demonstrations and civil disobedience here as hundreds of Puerto Ricans demanded an end to bombing exercises that they say are harming the island's ecology and its residents' health.",14
16720,21664,"Setting the stage for what would be the largest rent increases since 1989, the New York City Rent Guidelines Board gave landlords preliminary approval last night to raise rents up to 8.5 percent for the one million apartments affected by rent stabilization.",12
25091,1817,"Former Gov. Richard D. Lamm of Colorado, who is challenging Ross Perot for the Reform Party's Presidential nomination, opened the first stage of its bicoastal convention here tonight with the charge that the major parties ''are recklessly driving this country into bankruptcy.''",18
11659,15194,The State of Missouri was feeling generous. The economy was booming; tax dollars were pouring in and legislators decided to use some of the money to expand a modest program that gave a stipend to grandparents acting as foster parents to their grandchildren.,10
16559,21450,"The collapse of government authority in Baghdad, dramatized by the toppling of a colossal statue of President Saddam Hussein, constitutes the high-water mark for a new American determination to use the nation's military might to project its power around the world.",14
14258,18428,"The fiery collapse of three World Trade Center skyscrapers has led scientists, engineers and building officials to question the century-old practice of relying on tests done in hulking, low-tech furnaces to determine if building materials will survive out-of-control blazes.",14
24051,30232,"AURORA, Colo. - It was not by chance that Republicans brought their summer tour of hearings on illegal immigration to this growing community just outside Denver.",18
20529,26366,"BAGHDAD, Iraq, Jan. 26 - A Marine helicopter crashed in a desert sandstorm early Wednesday near the Jordanian border, killing all 31 aboard, and 6 other service members died in combat, making for the single deadliest day here for American troops since they invaded the country 22 months ago.",14
30851,25651,"The Department of Defense has identified 1,069 American service members who have died since the start of the Iraq war. It confirmed the deaths of the following Americans yesterday:",5
13644,17686,India's army chief declared today that the military was fully prepared for a large-scale conventional war with Pakistan and was also ready to deliver a devastating nuclear strike should Pakistan use its nuclear arsenal first.,17
21313,27196,Correction Appended,1
11185,14666,"ABOARD THE R. IAN FLETCHER, off Nyack, N.Y. -- About a thousand years ago, a hurricane of cataclysmic proportions swept up the Hudson River.",6
